#
# Results on Wednesday July 26 2017 14:02:59 UTC.
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,0,0,idtest,NULL,workerID,
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,1,0,consent,NULL,consent,yes
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,othergender,N/A
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,age,39
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,natlang,English
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,state,FL
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,parentlang,English
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,domlang,English
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,otherlang,NA
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,device,Macbook Pro%2C OS X Yosemite
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,3,0,background,NULL,gender,male
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,5,0,intro,NULL,advancekey,space
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,5,0,intro,NULL,read,silent
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,5,0,intro,NULL,screen,no
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,6,0,intro,NULL,unacceptableresponse,1
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,6,0,intro,NULL,scale,all
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,6,0,intro,NULL,hands,yes
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,Form,6,0,intro,NULL,window,maximized
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Word number.
# 9. Word.
# 10. Reading time.
# 11. Newline?
# 12. Sentence (or sentence MD5).
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,11,0,Practice,NULL,1,This is,430,False,This is just a practice sentence to get you used to the method of presentation.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,11,0,Practice,NULL,2,just a practice sentence,320,False,This is just a practice sentence to get you used to the method of presentation.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,11,0,Practice,NULL,3,to get you used,345,False,This is just a practice sentence to get you used to the method of presentation.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,11,0,Practice,NULL,4,to the method,224,False,This is just a practice sentence to get you used to the method of presentation.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,11,0,Practice,NULL,5,of presentation.,344,False,This is just a practice sentence to get you used to the method of presentation.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,12,0,Practice,NULL,1,This is,305,False,This is another practice sentence which is longer and a little more complicated than the one you just read.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,12,0,Practice,NULL,2,another practice sentence,216,False,This is another practice sentence which is longer and a little more complicated than the one you just read.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,12,0,Practice,NULL,3,which is longer,312,False,This is another practice sentence which is longer and a little more complicated than the one you just read.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,12,0,Practice,NULL,4,and a little more complicated,631,False,This is another practice sentence which is longer and a little more complicated than the one you just read.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,12,0,Practice,NULL,5,than the one,639,False,This is another practice sentence which is longer and a little more complicated than the one you just read.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,12,0,Practice,NULL,6,you just read.,234,False,This is another practice sentence which is longer and a little more complicated than the one you just read.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,14,0,Practice,NULL,1,Elias,344,False,Elias told Martha that the attractive lifeguard on the pier who is dating Tracy's sister saved a little boy from being swept out to sea by a rip-tide yesterday.
1501077779,71fba0a5b0e56459f322b4a270f3a4c7,DashedSentence,14,0,Practice,NULL,2,told Martha,354,False,Elias told Martha that the attractive lifeguard on the pier who is dating Tracy's sister saved a little boy from being swept out to sea by a rip-tide yesterday.
